"atom_id","amendment_number","amendment_roman","section_number","parent_candidate_id","parent_source_segment_id","source_object_id","source_path","source_line_start","source_line_end","parent_decision","child_ordinal","child_count","source_excerpt","parent_source_text","source_exact","parent_context_required","context_scope","reconstruction_status","atomic_status","interpretation_status","mechanism_status","predicate_status","crosswalk_status"
"US-AM-ATOM-000046","13","XIII","1","US-AM-ATOM-CAND-000013","US-AM-SEG-000034","CONST.AMENDMENT.13","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","396","396","SPLIT","1","2","Neither slavery ","Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","TRUE","TRUE","US-AM-ATOM-CAND-000013","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000047","13","XIII","1","US-AM-ATOM-CAND-000013","US-AM-SEG-000034","CONST.AMENDMENT.13","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","396","396","SPLIT","2","2","nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","TRUE","TRUE","US-AM-ATOM-CAND-000013","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000048","13","XIII","2","US-AM-ATOM-CAND-000014","US-AM-SEG-000036","CONST.AMENDMENT.13","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","400","400","RETAIN","1","1","Congress shall have power to enforce this article by appropriate legislation.","Congress shall have power to enforce this article by appropriate legislation.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000049","14","XIV","1","US-AM-ATOM-CAND-000015","US-AM-SEG-000041","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","410","410","SPLIT","1","4","All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside. No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States; nor shall any State deprive any person of life, liberty, or property, without due process of law; nor deny to any person within its jurisdiction the equal protection of the laws.","TRUE","TRUE","US-AM-ATOM-CAND-000015","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000050","14","XIV","1","US-AM-ATOM-CAND-000015","US-AM-SEG-000041","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","410","410","SPLIT","2","4"," No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States","All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside. No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States; nor shall any State deprive any person of life, liberty, or property, without due process of law; nor deny to any person within its jurisdiction the equal protection of the laws.","TRUE","TRUE","US-AM-ATOM-CAND-000015","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000051","14","XIV","1","US-AM-ATOM-CAND-000015","US-AM-SEG-000041","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","410","410","SPLIT","3","4","; nor shall any State deprive any person of life, liberty, or property, without due process of law","All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside. No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States; nor shall any State deprive any person of life, liberty, or property, without due process of law; nor deny to any person within its jurisdiction the equal protection of the laws.","TRUE","TRUE","US-AM-ATOM-CAND-000015","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000052","14","XIV","1","US-AM-ATOM-CAND-000015","US-AM-SEG-000041","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","410","410","SPLIT","4","4","; nor deny to any person within its jurisdiction the equal protection of the laws.","All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside. No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States; nor shall any State deprive any person of life, liberty, or property, without due process of law; nor deny to any person within its jurisdiction the equal protection of the laws.","TRUE","TRUE","US-AM-ATOM-CAND-000015","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000053","14","XIV","2","US-AM-ATOM-CAND-000016","US-AM-SEG-000043","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","414","414","SPLIT","1","2","Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed. But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","TRUE","TRUE","US-AM-ATOM-CAND-000016","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000054","14","XIV","2","US-AM-ATOM-CAND-000016","US-AM-SEG-000043","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","414","414","SPLIT","2","2"," But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed. But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","TRUE","TRUE","US-AM-ATOM-CAND-000016","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000055","14","XIV","3","US-AM-ATOM-CAND-000017","US-AM-SEG-000045","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","418","418","SPLIT","1","2","No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof. But Congress may by a vote of two-thirds of each House, remove such disability.","TRUE","TRUE","US-AM-ATOM-CAND-000017","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000056","14","XIV","3","US-AM-ATOM-CAND-000017","US-AM-SEG-000045","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","418","418","SPLIT","2","2"," But Congress may by a vote of two-thirds of each House, remove such disability.","No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof. But Congress may by a vote of two-thirds of each House, remove such disability.","TRUE","TRUE","US-AM-ATOM-CAND-000017","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000057","14","XIV","4","US-AM-ATOM-CAND-000018","US-AM-SEG-000047","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","422","422","SPLIT","1","3","The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned. But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States, or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","TRUE","TRUE","US-AM-ATOM-CAND-000018","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000058","14","XIV","4","US-AM-ATOM-CAND-000018","US-AM-SEG-000047","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","422","422","SPLIT","2","3"," But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned. But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States, or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","TRUE","TRUE","US-AM-ATOM-CAND-000018","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000059","14","XIV","4","US-AM-ATOM-CAND-000018","US-AM-SEG-000047","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","422","422","SPLIT","3","3",", or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned. But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States, or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","TRUE","TRUE","US-AM-ATOM-CAND-000018","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000060","14","XIV","5","US-AM-ATOM-CAND-000019","US-AM-SEG-000049","CONST.AMENDMENT.14","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","426","426","RETAIN","1","1","The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000061","15","XV","1","US-AM-ATOM-CAND-000020","US-AM-SEG-000054","CONST.AMENDMENT.15","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","436","436","RETAIN","1","1","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000062","15","XV","2","US-AM-ATOM-CAND-000021","US-AM-SEG-000056","CONST.AMENDMENT.15","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","440","440","RETAIN","1","1","The Congress shall have power to enforce this article by appropriate legislation.","The Congress shall have power to enforce this article by appropriate legislation.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000063","16","XVI","","US-AM-ATOM-CAND-000022","US-AM-SEG-000060","CONST.AMENDMENT.16","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","448","448","RETAIN","1","1","The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000064","17","XVII","","US-AM-ATOM-CAND-000023","US-AM-SEG-000064","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","SPLIT","1","5","The Senate of the United States shall be composed of two Senators from each State","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","TRUE","TRUE","US-AM-ATOM-CAND-000023","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000065","17","XVII","","US-AM-ATOM-CAND-000023","US-AM-SEG-000064","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","SPLIT","2","5",", elected by the people thereof","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","TRUE","TRUE","US-AM-ATOM-CAND-000023","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000066","17","XVII","","US-AM-ATOM-CAND-000023","US-AM-SEG-000064","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","SPLIT","3","5",", for six years","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","TRUE","TRUE","US-AM-ATOM-CAND-000023","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000067","17","XVII","","US-AM-ATOM-CAND-000023","US-AM-SEG-000064","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","SPLIT","4","5","; and each Senator shall have one vote","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","TRUE","TRUE","US-AM-ATOM-CAND-000023","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000068","17","XVII","","US-AM-ATOM-CAND-000023","US-AM-SEG-000064","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","456","456","SPLIT","5","5",". The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","The Senate of the United States shall be composed of two Senators from each State, elected by the people thereof, for six years; and each Senator shall have one vote. The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","TRUE","TRUE","US-AM-ATOM-CAND-000023","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000069","17","XVII","","US-AM-ATOM-CAND-000024","US-AM-SEG-000065","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","458","458","SPLIT","1","2","When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies","When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","TRUE","TRUE","US-AM-ATOM-CAND-000024","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000070","17","XVII","","US-AM-ATOM-CAND-000024","US-AM-SEG-000065","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","458","458","SPLIT","2","2",": Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","TRUE","TRUE","US-AM-ATOM-CAND-000024","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000071","17","XVII","","US-AM-ATOM-CAND-000025","US-AM-SEG-000066","CONST.AMENDMENT.17","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","460","460","RETAIN","1","1","This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000072","18","XVIII","1","US-AM-ATOM-CAND-000026","US-AM-SEG-000070","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","SPLIT","1","5","After one year from the ratification of this article the manufacture","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","TRUE","TRUE","US-AM-ATOM-CAND-000026","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000073","18","XVIII","1","US-AM-ATOM-CAND-000026","US-AM-SEG-000070","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","SPLIT","2","5",", sale","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","TRUE","TRUE","US-AM-ATOM-CAND-000026","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000074","18","XVIII","1","US-AM-ATOM-CAND-000026","US-AM-SEG-000070","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","SPLIT","3","5",", or transportation of intoxicating liquors within","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","TRUE","TRUE","US-AM-ATOM-CAND-000026","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000075","18","XVIII","1","US-AM-ATOM-CAND-000026","US-AM-SEG-000070","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","SPLIT","4","5",", the importation thereof into","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","TRUE","TRUE","US-AM-ATOM-CAND-000026","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000076","18","XVIII","1","US-AM-ATOM-CAND-000026","US-AM-SEG-000070","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","468","468","SPLIT","5","5",", or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","After one year from the ratification of this article the manufacture, sale, or transportation of intoxicating liquors within, the importation thereof into, or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","TRUE","TRUE","US-AM-ATOM-CAND-000026","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000077","18","XVIII","2","US-AM-ATOM-CAND-000027","US-AM-SEG-000072","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","472","472","RETAIN","1","1","The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000078","18","XVIII","3","US-AM-ATOM-CAND-000028","US-AM-SEG-000074","CONST.AMENDMENT.18","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","476","476","RETAIN","1","1","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000079","19","XIX","","US-AM-ATOM-CAND-000029","US-AM-SEG-000077","CONST.AMENDMENT.19","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","482","482","RETAIN","1","1","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000080","19","XIX","","US-AM-ATOM-CAND-000030","US-AM-SEG-000078","CONST.AMENDMENT.19","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","484","484","RETAIN","1","1","Congress shall have power to enforce this article by appropriate legislation.","Congress shall have power to enforce this article by appropriate legislation.","TRUE","FALSE","NONE","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000081","20","XX","1","US-AM-ATOM-CAND-000031","US-AM-SEG-000083","CONST.AMENDMENT.20","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","494","494","SPLIT","1","3","The terms of the President and Vice President shall end at noon on the 20th day of January","The terms of the President and Vice President shall end at noon on the 20th day of January, and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified; and the terms of their successors shall then begin.","TRUE","TRUE","US-AM-ATOM-CAND-000031","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000082","20","XX","1","US-AM-ATOM-CAND-000031","US-AM-SEG-000083","CONST.AMENDMENT.20","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","494","494","SPLIT","2","3",", and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The terms of the President and Vice President shall end at noon on the 20th day of January, and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified; and the terms of their successors shall then begin.","TRUE","TRUE","US-AM-ATOM-CAND-000031","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000083","20","XX","1","US-AM-ATOM-CAND-000031","US-AM-SEG-000083","CONST.AMENDMENT.20","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","494","494","SPLIT","3","3","; and the terms of their successors shall then begin.","The terms of the President and Vice President shall end at noon on the 20th day of January, and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified; and the terms of their successors shall then begin.","TRUE","TRUE","US-AM-ATOM-CAND-000031","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000084","20","XX","2","US-AM-ATOM-CAND-000032","US-AM-SEG-000085","CONST.AMENDMENT.20","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","498","498","SPLIT","1","2","The Congress shall assemble at least once in every year","The Congress shall assemble at least once in every year, and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","TRUE","TRUE","US-AM-ATOM-CAND-000032","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
"US-AM-ATOM-000085","20","XX","2","US-AM-ATOM-CAND-000032","US-AM-SEG-000085","CONST.AMENDMENT.20","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","498","498","SPLIT","2","2",", and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The Congress shall assemble at least once in every year, and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","TRUE","TRUE","US-AM-ATOM-CAND-000032","PASS","MATERIALIZED-PENDING-FINAL-FREEZE","NONE","NOT-GENERATED","NOT-GENERATED","NOT-AUTHORIZED"
